DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
5,1XX CRAFT ST,39.1798718763662,-84.5112704018326,WINTON HILLS,WINTON HILLS,"1,148",51005968,1,"GREENDALE, IN",WHITE,MALE,18,FATAL,09/26/2010 12:00:00 AM,SEP,,N/A,SUN,51005968,09/26/2010 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
3,19XX QUEBEC RD,39.1205106049905,-84.5717828475079,WEST PRICE HILL,EAST PRICE HILL,"3,669",169025272,3,,WHITE,MALE,57,NONFATAL,09/27/2016 12:00:00 AM,SEP,214000,21,TUE,169025272,09/27/2016 09:40:00 PM,DISTRICT 3,,WEST PRICE HILL
4,5XX PROSPECT PL,39.1430063002404,-84.4970144903184,AVONDALE,AVONDALE,"4,175",179054047,1,"CINCINNATI, OH 45223",BLACK,MALE,20,NONFATAL,12/19/2017 12:00:00 AM,DEC,190000,19,TUE,179054047,12/19/2017 07:00:00 PM,DISTRICT 4,,AVONDALE
1,18XX CLIFF DR,39.11512046966,-84.4891967132128,MT ADAMS,WALNUT HILLS,"2,852",149031985,1,"CINCINNATI, OH",BLACK,FEMALE,21,NONFATAL,12/16/2014 12:00:00 AM,DEC,223000,22,TUE,149031985,12/16/2014 10:30:00 PM,DISTRICT 1,45202,WALNUT HILLS
3,25XX QUEEN CITY AV,39.1313533994208,-84.5889287041018,WESTWOOD,WESTWOOD,820,30912114,1,,BLACK,MALE,24,NONFATAL,12/20/2009 12:00:00 AM,DEC,,N/A,SUN,30912114,12/20/2009 12:00:00 AM,DISTRICT 3,45238,WESTWOOD
2,46XX KELLOGG AV,39.0913494237156,-84.4260528493522,EAST END,LINWOOD,"3,867",179010261,17,,BLACK,MALE,33,NONFATAL,03/26/2017 12:00:00 AM,MAR,013000,1,SUN,179010261,03/26/2017 01:30:00 AM,DISTRICT 2,,EAST END
4,30XX WALTER AV,39.1340642744765,-84.4878951837729,WALNUT HILLS,WALNUT HILLS,513,40902225,1,,BLACK,MALE,23,NONFATAL,04/05/2009 12:00:00 AM,APR,,N/A,SUN,40902225,04/05/2009 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
3,26XX WENDEE DR,39.127282300274,-84.5928067815896,WESTWOOD,WESTWOOD,"2,457",139031910,1,"CINTI., OH 45238",BLACK,MALE,44,FATAL,11/22/2013 12:00:00 AM,NOV,215200,21,FRI,139031910,11/22/2013 09:52:00 PM,DISTRICT 3,45238,WESTWOOD
4,8XX LINCOLN AV,39.1323001441491,-84.4918542656329,WALNUT HILLS,WALNUT HILLS,458,40900830,1,,BLACK,MALE,26,NONFATAL,02/08/2009 12:00:00 AM,FEB,,N/A,SUN,40900830,02/08/2009 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
4,48XX READING RD,39.1738878053246,-84.4680779283635,BOND HILL,BOND HILL,"3,513",169014672,1,"CINCINNATI, OH 45237",BLACK,MALE,35,NONFATAL,06/17/2016 12:00:00 AM,JUN,00000000000000.000,0,FRI,169014672,06/17/2016 12:00:00 AM,DISTRICT 4,,BOND HILL
4,35XX READING RD,39.1458848727991,-84.4902267872169,AVONDALE,AVONDALE,"2,667",149015589,1,"CINC, OH 45239",BLACK,MALE,25,NONFATAL,06/29/2014 12:00:00 AM,JUN,210500,21,SUN,149015589,06/29/2014 09:05:00 PM,DISTRICT 4,45229,AVONDALE
4,8XX ROCKDALE AV,39.1444276287346,-84.4885035357684,AVONDALE,AVONDALE,"1,762",129007142,1,"CINC, OH 45211",BLACK,MALE,29,NONFATAL,03/21/2012 12:00:00 AM,MAR,002500,0,WED,129007142,03/21/2012 12:25:00 AM,DISTRICT 4,45229,AVONDALE
3,25XX NOTTINGHAM RD,39.1563986108268,-84.561496664241,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,"2,260",139015016,1,"CINC, OH 45225",BLACK,MALE,40,NONFATAL,06/15/2013 12:00:00 AM,JUN,234400,23,SAT,139015016,06/15/2013 11:44:00 PM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
4,70XX READING RD,39.1895996082384,-84.4626122214425,BOND HILL,BOND HILL,"1,509",41104796,1,"CINC, OH 45237",BLACK,MALE,19,NONFATAL,07/27/2011 12:00:00 AM,JUL,003000,0,WED,41104796,07/27/2011 12:30:00 AM,DISTRICT 4,45237,ROSELAWN
3,9XX CHATEAU AV,39.1077427372157,-84.5608821736743,EAST PRICE HILL,EAST PRICE HILL,"2,262",139015221,1,"CINC, OH 45223",BLACK,MALE,24,NONFATAL,06/17/2013 12:00:00 AM,JUN,,N/A,MON,139015221,06/17/2013 12:00:00 AM,DISTRICT 3,45204,EAST PRICE HILL
1,12XX BROADWAY ST,39.1097960065239,-84.5078768985379,PENDLETON,PENDLETON,"1,568",11103751,2,"CINC, OH 45225",BLACK,MALE,17,NONFATAL,09/13/2011 12:00:00 AM,SEP,020500,2,TUE,11103751,09/13/2011 02:05:00 AM,DISTRICT 1,45202,PENDLETON
5,54XX HEBRON CT,39.1888083489037,-84.5163238926636,WINTON HILLS,WINTON HILLS,"2,814",149028393,2,"CINCINNATI, OH 45232",BLACK,MALE,22,NONFATAL,11/05/2014 12:00:00 AM,NOV,232000,23,WED,149028393,11/05/2014 11:20:00 PM,DISTRICT 5,45232,WINTON HILLS
5,42XX VIRGINIA AV,39.16697968259,-84.5500569601115,NORTHSIDE,NORTHSIDE,"1,342",51101648,1,"CIN, OH 45217",BLACK,MALE,27,NONFATAL,04/03/2011 12:00:00 AM,APR,005000,0,SUN,51101648,04/03/2011 12:50:00 AM,DISTRICT 5,45223,NORTHSIDE
3,9XX MCPHERSON AV,39.1074342919579,-84.5710790623686,EAST PRICE HILL,EAST PRICE HILL,"4,050",179034943,1,,BLACK,MALE,18,NONFATAL,08/27/2017 12:00:00 AM,AUG,234000,23,SUN,179034943,08/27/2017 11:40:00 PM,DISTRICT 3,,EAST PRICE HILL
4,49XX READING RD,39.1755070568309,-84.4660087330979,BOND HILL,BOND HILL,"3,571",169018037,1,"CINC, OH 45219",BLACK,MALE,33,NONFATAL,07/19/2016 12:00:00 AM,JUL,213500,21,TUE,169018037,07/19/2016 09:35:00 PM,DISTRICT 4,,BOND HILL
2,29XX HACKBERRY ST,39.1304869406116,-84.4742727598888,EAST WALNUT HILLS,EAST WALNUT HILLS,"3,649",169023263,1,,BLACK,FEMALE,19,NONFATAL,09/08/2016 12:00:00 AM,SEP,030000,3,THU,169023263,09/08/2016 03:00:00 AM,DISTRICT 2,,EAST WALNUT HILLS
4,7XX RIDGEWAY AV,39.1390738904384,-84.4942957681081,AVONDALE,AVONDALE,706,40906187,1,,BLACK,MALE,47,NONFATAL,09/04/2009 12:00:00 AM,SEP,,N/A,FRI,40906187,09/04/2009 12:00:00 AM,DISTRICT 4,45229,AVONDALE
4,36XX ALASKA AV,39.1508927744951,-84.4988578401526,AVONDALE,AVONDALE,86,40802414,1,,BLACK,MALE,19,NONFATAL,04/14/2008 12:00:00 AM,APR,,N/A,MON,40802414,04/14/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
4,26XX EDEN AV,39.1288220138608,-84.5071872810007,CORRYVILLE,CORRYVILLE,105,40802891,1,,BLACK,MALE,32,FATAL,04/30/2008 12:00:00 AM,APR,,N/A,WED,40802891,04/30/2008 12:00:00 AM,DISTRICT 4,45219,CORRYVILLE
4,13XX YARMOUTH AV,39.1740951179214,-84.4758449002156,BOND HILL,BOND HILL,"1,017",41003572,1,,BLACK,MALE,32,NONFATAL,06/17/2010 12:00:00 AM,JUN,,N/A,THU,41003572,06/17/2010 12:00:00 AM,DISTRICT 4,45237,BOND HILL
4,30XX PARK AV,39.1322135364351,-84.4863988394184,WALNUT HILLS,WALNUT HILLS,"1,245",41008023,1,"CINC, OH 45229",BLACK,MALE,28,FATAL,12/14/2010 12:00:00 AM,DEC,,N/A,TUE,41008023,12/14/2010 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
3,41XX HEYWARD ST,39.1218152520616,-84.5807021011482,WEST PRICE HILL,WEST PRICE HILL,"2,330",139020419,1,"CINCINNATI, OH 45205",BLACK,MALE,20,FATAL,08/01/2013 12:00:00 AM,AUG,200800,20,THU,139020419,08/01/2013 08:08:00 PM,DISTRICT 3,45205,WEST PRICE HILL
3,32XX MOOSEWOOD AV,39.14292387423,-84.5527328360483,MILLVALE,MILLVALE,"2,188",139010387,1,"CINC, OH 45223",BLACK,MALE,43,NONFATAL,05/01/2013 12:00:00 AM,MAY,132100,13,WED,139010387,05/01/2013 01:21:00 PM,DISTRICT 3,45225,MILLVALE
1,16XX WALNUT ST,39.1128478469392,-84.5138480396209,OVER-THE-RHINE,OVER-THE-RHINE,"1,889",129019827,2,"CINCI, OH 45202",BLACK,MALE,25,NONFATAL,07/18/2012 12:00:00 AM,JUL,123100,12,WED,129019827,07/18/2012 12:31:00 PM,DISTRICT 1,45202,OTR
4,71XX EASTLAWN DR,39.1914795336678,-84.4573564946743,ROSELAWN,ROSELAWN,"4,241",189008573,1,,BLACK,MALE,48,NONFATAL,04/03/2018 12:00:00 AM,APR,234000,23,TUE,189008573,04/03/2018 11:40:00 PM,DISTRICT 4,,ROSELAWN
4,77XX READING RD,39.2028018259345,-84.4556404305966,ROSELAWN,ROSELAWN,"2,238",139013981,2,"CINC, OH 45217",BLACK,MALE,40,NONFATAL,06/04/2013 12:00:00 AM,JUN,204500,20,TUE,139013981,06/04/2013 08:45:00 PM,DISTRICT 4,45237,ROSELAWN
1,16XX WALNUT ST,39.1136954795385,-84.5135664692516,OVER-THE-RHINE,OVER-THE-RHINE,"4,401",189023526,1,,BLACK,MALE,21,NONFATAL,08/27/2018 12:00:00 AM,AUG,193000,19,MON,189023526,08/27/2018 07:30:00 PM,DISTRICT 1,,OTR
4,33XX READING RD,39.140558727326,-84.4940631331872,AVONDALE,AVONDALE,"2,166",139008837,1,"CINC, OH 45229",BLACK,FEMALE,19,NONFATAL,04/16/2013 12:00:00 AM,APR,005000,0,TUE,139008837,04/16/2013 12:50:00 AM,DISTRICT 4,45229,AVONDALE
5,54XX HOLLAND DR,39.1888613611437,-84.5137486938267,WINTON HILLS,WINTON HILLS,999,51003219,1,,BLACK,MALE,35,NONFATAL,06/06/2010 12:00:00 AM,JUN,,N/A,SUN,51003219,06/06/2010 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
1,1XX PEETE ST,39.1166458317392,-84.5137896986519,OVER-THE-RHINE,OVER-THE-RHINE,"1,557",11103612,1,"CINC, OH 45202",BLACK,MALE,23,NONFATAL,09/04/2011 12:00:00 AM,SEP,135000,13,SUN,11103612,09/04/2011 01:50:00 PM,DISTRICT 1,45202,MOUNT AUBURN
1,5XX YORK ST,39.1175812922088,-84.5250362300418,WEST END,WEST END,"2,169",139009003,1,"CINTI., OH 45202",BLACK,MALE,24,NONFATAL,04/17/2013 12:00:00 AM,APR,115100,11,WED,139009003,04/17/2013 11:51:00 AM,DISTRICT 1,45214,WEST END
5,56XX WINTON RD,39.1930652489299,-84.523242648899,WINTON HILLS,WINTON HILLS,341,50806422,2,,BLACK,MALE,20,NONFATAL,10/18/2008 12:00:00 AM,OCT,,N/A,SAT,50806422,10/18/2008 12:00:00 AM,DISTRICT 5,45232,SPRING GROVE - WINTON HILLS
4,2XX DONAHUE ST,39.1322636184629,-84.5044556848622,CORRYVILLE,CORRYVILLE,337,40807792,1,,BLACK,MALE,32,NONFATAL,10/17/2008 12:00:00 AM,OCT,,N/A,FRI,40807792,10/17/2008 12:00:00 AM,DISTRICT 4,45219,CORRYVILLE
4,19XX SEYMOUR AV,39.1869305229935,-84.4620868738065,ROSELAWN,ROSELAWN,54,40801806,1,,BLACK,MALE,19,NONFATAL,03/22/2008 12:00:00 AM,MAR,,N/A,SAT,40801806,03/22/2008 12:00:00 AM,DISTRICT 4,45237,BOND HILL
2,55XX STEWART AV,39.1676363507843,-84.3967221468219,MADISONVILLE,MADISONVILLE,"3,957",179023039,1,,BLACK,MALE,30,NONFATAL,06/18/2017 12:00:00 AM,JUN,031800,3,SUN,179023039,06/18/2017 03:18:00 AM,DISTRICT 2,,
3,48XX GLENWAY AV,39.1171904516969,-84.5984354382754,WEST PRICE HILL,WEST PRICE HILL,"1,457",31105455,1,"CINC, OH 45205",BLACK,MALE,22,NONFATAL,06/25/2011 12:00:00 AM,JUN,221500,22,SAT,31105455,06/25/2011 10:15:00 PM,DISTRICT 3,45238,WEST PRICE HILL
5,8XX LAFAYETTE AV,39.1505262706979,-84.5328941096143,CLIFTON,CLIFTON,141,50803106,1,,BLACK,MALE,19,NONFATAL,06/01/2008 12:00:00 AM,JUN,,N/A,SUN,50803106,06/01/2008 12:00:00 AM,DISTRICT 5,45220,CLIFTON
3,12XX QUEBEC RD,39.1159897025226,-84.5740316998377,EAST PRICE HILL,EAST PRICE HILL,"2,146",139007220,1,,BLACK,MALE,27,NONFATAL,03/30/2013 12:00:00 AM,MAR,223000,22,SAT,139007220,03/30/2013 10:30:00 PM,DISTRICT 3,45205,EAST PRICE HILL
4,7XX LINCOLN AV,39.1324101441491,-84.4923142656329,WALNUT HILLS,WALNUT HILLS,"3,349",169000820,1,"CINCINNATI, OH 45237",BLACK,FEMALE,54,NONFATAL,01/10/2016 12:00:00 AM,JAN,114000,11,SUN,169000820,01/10/2016 11:40:00 AM,DISTRICT 4,,WALNUT HILLS
3,38XX HERRON AV,39.157417221361,-84.5527292699796,SOUTH CUMMINSVILLE,SOUTH CUMMINSVILLE,"2,429",139028630,1,"CINC, OH 45215",BLACK,FEMALE,47,NONFATAL,10/18/2013 12:00:00 AM,OCT,234500,23,FRI,139028630,10/18/2013 11:45:00 PM,DISTRICT 3,45223,SOUTH CUMMINSVILLE
2,25XX MOORMAN AV,39.1255765475941,-84.4764898585351,EAST WALNUT HILLS,EAST WALNUT HILLS,"3,705",169028056,2,"DAYTON, OH 45417",BLACK,MALE,29,NONFATAL,10/26/2016 12:00:00 AM,OCT,202000,20,WED,169028056,10/26/2016 08:20:00 PM,DISTRICT 2,,EAST WALNUT HILLS
5,1XX CALHOUN ST,39.128345495257,-84.5138206925749,CUF,CUF,"2,884",159002151,2,"CINC, OH 45231",BLACK,MALE,22,NONFATAL,01/23/2015 12:00:00 AM,JAN,233500,23,FRI,159002151,01/23/2015 11:35:00 PM,DISTRICT 5,45219,CORRYVILLE - HEIGHTS
1,17XX LANG ST,39.1139202732932,-84.5154341342378,OVER-THE-RHINE,OVER-THE-RHINE,"2,592",149009764,1,"CINCINNATI, OH 45215",BLACK,MALE,32,NONFATAL,04/28/2014 12:00:00 AM,APR,170000,17,MON,149009764,04/28/2014 05:00:00 PM,DISTRICT 1,45202,OTR
4,26XX MELROSE AV,39.1285697470974,-84.4901668223225,WALNUT HILLS,WALNUT HILLS,"1,865",129018104,1,"CINC, OH 45227",BLACK,FEMALE,22,NONFATAL,06/30/2012 12:00:00 AM,JUN,054000,5,SAT,129018104,06/30/2012 05:40:00 AM,DISTRICT 4,45206,WALNUT HILLS
4,32XX READING RD,39.1378472000787,-84.4963744399131,AVONDALE,AVONDALE,"3,815",179003811,1,,BLACK,MALE,18,NONFATAL,02/10/2017 12:00:00 AM,FEB,111500,11,FRI,179003811,02/10/2017 11:15:00 AM,DISTRICT 4,,AVONDALE
4,39XX READING RD,39.1562966106209,-84.4810513550264,NORTH AVONDALE,NORTH AVONDALE - PADDOCK HILLS,"2,866",149033164,1,,BLACK,MALE,24,NONFATAL,12/30/2014 12:00:00 AM,DEC,200300,20,TUE,149033164,12/30/2014 08:03:00 PM,DISTRICT 4,45229,NORTH AVONDALE
3,25XX CUMMINS ST,39.131623491937,-84.5451193111402,NORTH FAIRMT,NORTH FAIRMOUNT,"3,121",159018925,1,"CINCINNATI, OH 45225",BLACK,MALE,32,NONFATAL,07/17/2015 12:00:00 AM,JUL,212000,21,FRI,159018925,07/17/2015 09:20:00 PM,DISTRICT 3,45225,NORTH FAIRMOUNT
2,19XX KINNEY AV,39.1364870188299,-84.4663505735134,EVANSTON,EVANSTON,735,20904562,2,,BLACK,MALE,40,NONFATAL,09/28/2009 12:00:00 AM,SEP,,N/A,MON,20904562,09/28/2009 12:00:00 AM,DISTRICT 2,45207,EVANSTON
2,59XX CHANDLER ST,39.1637054238969,-84.3922921171851,MADISONVILLE,MADISONVILLE,"1,211",21005028,1,"CINC, OH 45227",BLACK,MALE,51,NONFATAL,11/09/2010 12:00:00 AM,NOV,,N/A,TUE,21005028,11/09/2010 12:00:00 AM,DISTRICT 2,45227,MADISONVILLE
3,41XX PRESIDENT DR,39.1568794577424,-84.5590098469384,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,469,30901392,1,,BLACK,MALE,21,NONFATAL,02/20/2009 12:00:00 AM,FEB,,N/A,FRI,30901392,02/20/2009 12:00:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
1,1XX CORWINE ST,39.113210888993,-84.51453439889,OVER-THE-RHINE,OVER-THE-RHINE,"4,033",179032891,1,,BLACK,MALE,34,NONFATAL,08/16/2017 12:00:00 AM,AUG,080000,8,WED,179032891,08/16/2017 08:00:00 AM,DISTRICT 1,,OTR
3,35XX WERK RD,39.1417398297069,-84.6200467356572,WESTWOOD,WESTWOOD,983,31004817,1,,WHITE,MALE,28,NONFATAL,05/26/2010 12:00:00 AM,MAY,,N/A,WED,31004817,05/26/2010 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
3,34XX BROADWELL AV,39.1481232392073,-84.6138306869596,WESTWOOD,WESTWOOD,"2,491",139034917,1,"CINCINNATI, OH 45211",BLACK,MALE,21,NONFATAL,12/30/2013 12:00:00 AM,DEC,233600,23,MON,139034917,12/30/2013 11:36:00 PM,DISTRICT 3,45211,WESTWOOD
5,9XX W NORTH BEND RD,39.2007735049758,-84.5240015152666,COLLEGE HILL,COLLEGE HILL,540,50902328,1,,UNKNOWN,MALE,32,NONFATAL,04/25/2009 12:00:00 AM,APR,,N/A,SAT,50902328,04/25/2009 12:00:00 AM,DISTRICT 5,45224,COLLEGE HILL
1,16XX VINE ST,39.1142039968202,-84.5161853727461,OVER-THE-RHINE,OVER-THE-RHINE,"4,264",189012058,1,,BLACK,MALE,30,NONFATAL,05/09/2018 12:00:00 AM,MAY,161000,16,WED,189012058,05/09/2018 04:10:00 PM,DISTRICT 1,,OTR
5,6XX MCALPIN AVE,39.1513951358628,-84.5300111533979,CLIFTON,CLIFTON,"1,279",51100202,1,"CINC, OH 45211",BLACK,MALE,35,NONFATAL,01/12/2011 12:00:00 AM,JAN,174500,17,WED,51100202,01/12/2011 05:45:00 PM,DISTRICT 5,45220,CLIFTON
4,5XX RIDGEWAY AV,39.1378330400423,-84.4976528765806,AVONDALE,AVONDALE,"3,916",179016607,1,,BLACK,MALE,37,NONFATAL,05/08/2017 12:00:00 AM,MAY,171500,17,MON,179016607,05/08/2017 05:15:00 PM,DISTRICT 4,,AVONDALE
4,6XX ROCKDALE AV,39.1455562119072,-84.493210370768,AVONDALE,AVONDALE,"4,589",199007479,1,,BLACK,FEMALE,19,NONFATAL,04/14/2019 12:00:00 AM,APR,132100,13,SUN,199007479,04/14/2019 01:21:00 PM,DISTRICT 4,,AVONDALE
5,16XX ROBINSON CR,39.1734903202752,-84.5437066054911,NORTHSIDE,NORTHSIDE,"1,916",129021911,1,"CINC, OH 45245",WHITE,MALE,29,NONFATAL,08/04/2012 12:00:00 AM,AUG,211000,21,SAT,129021911,08/04/2012 09:10:00 PM,DISTRICT 5,45223,NORTHSIDE
4,34XX READING RD,39.1423427202009,-84.4908515331505,AVONDALE,AVONDALE,"3,383",169004100,1,"CINCINNATI, OH 45215",BLACK,MALE,23,NONFATAL,02/21/2016 12:00:00 AM,FEB,210000,21,SUN,169004100,02/21/2016 09:00:00 PM,DISTRICT 4,,AVONDALE
3,38XX CASS AV,39.1576242632551,-84.5543558778708,SOUTH CUMMINSVILLE,SOUTH CUMMINSVILLE,"4,137",179048494,2,"CINCINNATI, OH 45223",WHITE,FEMALE,56,FATAL,11/09/2017 12:00:00 AM,NOV,111800,11,THU,179048494,11/09/2017 11:18:00 AM,DISTRICT 3,,SOUTH CUMMINSVILLE
5,13XX KNOWLTON ST,39.1619513726014,-84.5336675236454,NORTHSIDE,NORTHSIDE,"1,179",51006471,1,"CINC,OH 45223",BLACK,MALE,30,FATAL,10/21/2010 12:00:00 AM,OCT,,N/A,THU,51006471,10/21/2010 12:00:00 AM,DISTRICT 5,45223,NORTHSIDE
5,59XX HAMILTON AV,39.1990825331925,-84.5474266443807,COLLEGE HILL,COLLEGE HILL,112,50802581,1,,BLACK,MALE,24,FATAL,05/08/2008 12:00:00 AM,MAY,,N/A,THU,50802581,05/08/2008 12:00:00 AM,DISTRICT 5,45224,COLLEGE HILL
2,46XX KELLOGG AV,39.0899894237156,-84.4262928493522,EAST END,LINWOOD,"3,862",179010261,17,,BLACK,MALE,29,FATAL,03/26/2017 12:00:00 AM,MAR,013000,1,SUN,179010261,03/26/2017 01:30:00 AM,DISTRICT 2,,EAST END
1,19XX VINE ST,39.1163948851982,-84.5174325886289,OVER-THE-RHINE,CUF,268,10804147,1,,BLACK,MALE,34,FATAL,08/21/2008 12:00:00 AM,AUG,,N/A,THU,10804147,08/21/2008 12:00:00 AM,DISTRICT 1,45202,OTR
5,46XX ASHTREE AV,39.1742796475542,-84.5476379239918,NORTHSIDE,COLLEGE HILL,"2,544",149004434,1,"CINCINNATI, OH 45233",BLACK,FEMALE,54,NONFATAL,03/01/2014 12:00:00 AM,MAR,034500,3,SAT,149004434,03/01/2014 03:45:00 AM,DISTRICT 5,45223,NORTHSIDE
3,9XX ELBERON AV,39.1067023329327,-84.5649402922402,EAST PRICE HILL,EAST PRICE HILL,"4,490",189031039,1,,BLACK,MALE,49,NONFATAL,11/25/2018 12:00:00 AM,NOV,140400,14,SUN,189031039,11/25/2018 02:04:00 PM,DISTRICT 3,,EAST PRICE HILL
2,33XX FAIRFIELD AV,39.1365734230258,-84.4718724860036,EVANSTON,EVANSTON,"3,644",169023165,1,"CINCINNATI, OH 45223",BLACK,MALE,37,NONFATAL,09/07/2016 12:00:00 AM,SEP,034700,3,WED,169023165,09/07/2016 03:47:00 AM,DISTRICT 2,,EVANSTON
1,2XX PEETE ST,39.1142131359592,-84.5126043430712,OVER-THE-RHINE,OVER-THE-RHINE,"1,787",129009064,1,"MARTHA, KY 41159",WHITE,MALE,46,NONFATAL,04/09/2012 12:00:00 AM,APR,202800,20,MON,129009064,04/09/2012 08:28:00 PM,DISTRICT 1,45202,OTR
3,23XX BALTIMORE AV,39.150067848586,-84.5621776721625,EAST WESTWOOD,EAST WESTWOOD,"2,635",149013192,1,"CINCINNATI, OH 45231",BLACK,MALE,20,NONFATAL,06/05/2014 12:00:00 AM,JUN,153800,15,THU,149013192,06/05/2014 03:38:00 PM,DISTRICT 3,45225,EAST WESTWOOD
4,17XX CREST HILL AV,39.2053869309052,-84.4556113064376,ROSELAWN,ROSELAWN,"3,813",179003577,1,,BLACK,FEMALE,42,FATAL,02/07/2017 12:00:00 AM,FEB,194500,19,TUE,179003577,02/07/2017 07:45:00 PM,DISTRICT 4,,ROSELAWN
4,25XX HEMLOCK ST,39.1262026291634,-84.4946155028485,WALNUT HILLS,WALNUT HILLS,988,41003114,1,,BLACK,MALE,27,NONFATAL,05/29/2010 12:00:00 AM,MAY,,N/A,SAT,41003114,05/29/2010 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
4,5XX CARPLIN PL,39.1387942131258,-84.4975556759999,AVONDALE,AVONDALE,"4,034",179033139,1,,BLACK,MALE,22,NONFATAL,08/17/2017 12:00:00 AM,AUG,175300,17,THU,179033139,08/17/2017 05:53:00 PM,DISTRICT 4,,AVONDALE
4,17XX PORTMAN AV,39.1783145612804,-84.4618231468532,BOND HILL,BOND HILL,"3,186",159023762,1,,BLACK,MALE,115,NONFATAL,09/01/2015 12:00:00 AM,SEP,223000,22,TUE,159023762,09/01/2015 10:30:00 PM,DISTRICT 4,45237,BOND HILL
4,7XX E MCMILLAN ST,39.1267074553943,-84.4957947776327,WALNUT HILLS,WALNUT HILLS,"2,571",149007778,1,"CINC, OH 45213",BLACK,MALE,20,FATAL,04/09/2014 12:00:00 AM,APR,163400,16,WED,149007778,04/09/2014 04:34:00 PM,DISTRICT 4,45206,WALNUT HILLS
4,25XX HIGHLAND AV,39.1277959117839,-84.5029190612073,CORRYVILLE,CORRYVILLE,248,40805863,1,,BLACK,MALE,56,FATAL,08/10/2008 12:00:00 AM,AUG,,N/A,SUN,40805863,08/10/2008 12:00:00 AM,DISTRICT 4,45219,MOUNT AUBURN
4,7XX RIDGEWAY AV,39.1383456592205,-84.4931169651925,AVONDALE,AVONDALE,170,40804318,1,,BLACK,MALE,22,NONFATAL,06/22/2008 12:00:00 AM,JUN,,N/A,SUN,40804318,06/22/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
2,67XX EAST LEDGE ST,39.160887807377,-84.3819397786142,MADISONVILLE,MADISONVILLE,"2,771",149024617,2,"CINCINNATI, OH 45227",BLACK,MALE,39,NONFATAL,09/28/2014 12:00:00 AM,SEP,023700,2,SUN,149024617,09/28/2014 02:37:00 AM,DISTRICT 2,45227,MADISONVILLE
3,36XX MCHENRY AV,39.1499679667957,-84.5632183949563,EAST WESTWOOD,EAST WESTWOOD,"2,100",139003093,1,"CINC, OH 45225",BLACK,MALE,33,NONFATAL,02/05/2013 12:00:00 AM,FEB,162000,16,TUE,139003093,02/05/2013 04:20:00 PM,DISTRICT 3,45225,EAST WESTWOOD
3,25XX TALBOTT AV,39.1321856907911,-84.5709354587374,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,713,30908466,1,,BLACK,MALE,40,NONFATAL,09/08/2009 12:00:00 AM,SEP,,N/A,TUE,30908466,09/08/2009 12:00:00 AM,DISTRICT 3,45211,SOUTH FAIRMOUNT - WESTWOOD
1,16XX VINE ST,39.1136462379752,-84.5155240881274,OVER-THE-RHINE,OVER-THE-RHINE,"1,539",11103343,1,"CINC, OH 45220",BLACK,MALE,28,NONFATAL,08/16/2011 12:00:00 AM,AUG,011700,1,TUE,11103343,08/16/2011 01:17:00 AM,DISTRICT 1,45202,OTR
1,16XX RACE ST,39.1132372550447,-84.5187181609743,OVER-THE-RHINE,OVER-THE-RHINE,548,10901820,3,,BLACK,MALE,21,NONFATAL,05/04/2009 12:00:00 AM,MAY,,N/A,MON,10901820,05/04/2009 12:00:00 AM,DISTRICT 1,45202,OTR
3,21XX QUEEN CITY AV,39.1274059575748,-84.5720446463947,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,"2,578",149008370,1,"CINCINNATI, OH 45229",BLACK,MALE,21,NONFATAL,04/17/2014 12:00:00 AM,APR,015900,1,THU,149008370,04/17/2014 01:59:00 AM,DISTRICT 3,45214,SOUTH FAIRMOUNT
4,35XX PURDUE ST,39.146563093268,-84.5067101209551,AVONDALE,AVONDALE,892,41001397,1,,BLACK,MALE,44,NONFATAL,03/17/2010 12:00:00 AM,MAR,,N/A,WED,41001397,03/17/2010 12:00:00 AM,DISTRICT 4,45220,AVONDALE
